OBJECTID;CID;blue;green;red;nir;swir;GT
5038;1;219;351;449;1238;1272;1
5039;1;169;304;375;1472;879;1
5040;1;339;553;760;1562;2387;0
5041;1;731;938;1192;1782;2533;0
5042;1;1578;1728;1938;2030;2007;0
5043;1;213;372;429;1456;916;1
5044;1;1682;1942;2250;2408;2356;0
5045;1;202;310;521;926;1263;1
5046;1;354;471;550;1542;1294;0
5047;1;198;432;517;1788;2084;0
5048;1;429;618;827;1570;2088;0
5049;1;585;747;954;1650;1706;1
5050;1;296;449;503;1584;1351;0
5051;1;324;532;716;1422;2162;0
5052;1;636;925;1240;2108;3606;0
5053;1;197;339;513;1260;1034;1
5054;1;683;896;1234;1978;3308;0
5055;1;517;944;846;1218;1108;0
5056;1;181;415;447;1362;1244;0
5057;1;295;484;752;1428;1455;1
5058;1;288;444;578;1442;1341;1
5059;1;200;372;431;1072;1100;1
5060;1;977;1284;1680;2378;3659;0
5061;1;1056;1482;1660;1768;1874;0
5062;1;79;366;424;1736;1264;0
5063;1;252;343;440;1434;816;1
5064;1;269;405;656;1228;1225;1
5065;1;245;382;543;1062;1202;1
5066;1;190;342;445;1076;1001;1
5067;1;279;441;759;1316;1171;1
5068;1;469;645;791;1932;1230;1
5069;1;1018;1216;1410;1656;2050;0
5070;1;151;273;332;1172;728;1
5071;1;356;554;632;1872;1464;0
5072;1;321;437;594;1354;1361;1
5073;1;677;923;1216;1756;2789;0
5074;1;391;554;749;1650;1722;1
5075;1;677;992;1342;2104;3676;0
5076;1;275;446;515;1366;1324;1
5077;1;345;529;913;1422;1466;1
5078;1;255;393;484;1230;1334;1
5079;1;478;590;808;1600;1370;1
5080;1;208;285;530;1062;1016;1
5081;1;451;666;822;1296;1311;0
5082;1;793;1176;1496;2364;3184;0
5083;1;589;837;1246;2034;3600;0
5084;1;194;372;480;1338;932;1
5085;1;127;250;321;1190;1037;1
5086;1;216;355;404;1244;1216;1
5087;1;574;803;1054;1766;2627;0
5088;1;342;511;716;1804;1190;1
5089;1;224;377;439;1650;1259;1
5090;1;212;359;479;1336;900;1
5091;1;192;356;489;1350;1070;1
5092;1;146;279;306;1192;886;1
5093;1;1378;1644;1816;1960;2142;0
5094;1;630;915;1250;2176;3622;0
5095;1;536;695;813;934;1890;0
5096;1;221;403;474;1256;1320;1
5097;1;184;360;449;1288;1216;1
5098;1;271;427;678;1218;1473;1
5099;1;217;365;425;1622;1054;0
5100;1;819;1272;1764;2750;3379;0
5101;1;314;463;519;1682;1149;1
5102;1;2106;2114;2078;2920;2752;0
5103;1;299;542;608;1844;1378;0
5104;1;484;728;1018;1874;2869;0
5105;1;224;411;515;1518;977;1
5106;1;235;360;601;1030;1175;1
5107;1;178;340;356;1466;877;1
5108;1;933;1344;1804;2256;2915;0
5109;1;830;1182;1502;2342;3096;0
5110;1;255;377;491;1428;1120;1
5111;1;359;624;854;1840;2365;0
5112;1;469;677;861;1706;2419;0
5113;1;255;375;553;1150;1122;1
5114;1;595;779;739;1658;1280;0
5115;1;357;606;773;1590;1790;1
5116;1;136;289;339;1328;874;1
5117;1;165;382;397;1932;756;1
5118;1;277;447;754;1216;1305;1
5119;1;346;440;413;1448;1089;1
5120;1;135;320;348;1530;723;1
5121;1;769;1060;1288;2010;3069;0
5122;1;183;357;483;1272;1097;1
5123;1;161;311;497;868;896;1
5124;1;114;289;367;1222;938;1
5125;1;697;717;768;1428;1320;0
5126;1;154;411;382;2008;1105;0
5127;1;256;393;533;1350;1422;1
5128;1;448;617;787;1592;1743;0
5129;1;161;289;397;682;1112;1
5130;1;181;321;355;1310;950;1
5131;1;528;785;1104;1990;3464;0
5132;1;563;861;1158;2270;3271;0
5133;1;307;474;600;1812;1282;1
5134;1;293;439;728;1342;1468;1
5135;1;380;331;408;1476;977;1
5136;1;312;463;725;1202;1409;1
5137;1;266;391;484;1118;1486;1
5138;1;802;1140;1500;2322;3224;0
5139;1;276;425;468;1346;913;0
5140;1;326;509;599;1620;1292;1
5141;1;194;342;596;967;1099;1
5142;1;229;328;418;1410;960;1
5143;1;340;615;729;1614;2080;0
5144;1;814;1062;1244;1334;1719;0
5145;1;56;154;235;829;769;1
5146;1;275;475;464;1662;1224;1
5147;1;283;464;673;1470;1427;1
5148;1;155;271;327;1072;956;1
5149;1;238;435;536;1318;1270;0
5150;1;128;277;268;1252;708;1
5151;1;698;918;1184;1936;2403;0
5152;1;947;1278;1542;2246;2879;0
5153;1;319;608;933;1910;2630;0
5154;1;588;917;1100;2382;3093;0
5155;1;1094;1536;1850;2464;2986;0
5156;1;466;632;837;1748;1891;0
5157;1;440;609;829;1896;1427;1
5158;1;228;401;597;1270;1205;1
5159;1;165;292;397;1176;912;1
5160;1;254;376;505;1246;1125;1
5161;1;599;863;1118;2074;3192;0
5162;1;234;413;551;1476;1086;1
5163;1;193;280;466;785;1102;1
5164;1;354;488;724;1274;1155;1
5165;1;3854;4112;3928;4716;4101;0
5166;1;49;165;178;752;508;1
5167;1;155;338;473;1312;905;1
5168;1;741;1024;1356;2150;3497;0
5169;1;263;467;708;1536;1102;1
5170;1;452;719;692;1706;999;1
5171;1;347;561;728;1982;2311;0
5172;1;144;262;337;1130;803;1
5173;1;265;495;723;1454;2448;0
5174;1;225;420;602;1506;1461;0
5175;1;247;415;576;1638;1076;1
5176;1;259;393;437;1722;1181;1
5177;1;1;94;43;791;278;0
5178;1;645;987;1194;2438;3312;0
5179;1;467;524;573;633;1319;0
5180;1;1306;1636;1976;2788;3394;0
5181;1;650;858;1088;1780;2939;0
5182;1;232;441;508;1412;1078;1
5183;1;230;366;465;1398;1107;1
5184;1;301;471;778;1218;1742;1
5185;1;2368;1850;1844;3010;3124;0
5186;1;622;937;1136;2194;3182;0
5187;1;162;389;363;1782;693;1
5188;1;224;364;482;1280;1306;1
5189;1;236;408;479;1348;1288;1
5190;1;700;1048;1230;2116;2272;1
5191;1;177;306;427;1286;1161;1
5192;1;256;344;633;1040;1484;1
5193;1;766;1015;1410;2236;3585;0
5194;1;236;365;614;1158;1086;1
5195;1;306;723;1266;1534;2144;0
5196;1;143;307;495;956;1016;1
5197;1;308;462;591;1338;1395;1
5198;1;898;1208;1388;1544;1729;0
5199;1;1720;1564;1420;2636;2736;0
5200;1;766;1096;1534;2362;3796;0
5201;1;547;922;1280;2194;2495;0
5202;1;250;455;514;1910;1154;0
5203;1;575;618;741;861;1413;0
5204;1;1306;1726;1974;2850;2757;0
5205;1;310;462;575;1350;1125;1
5206;1;282;477;553;1520;1237;1
5207;1;464;722;756;1932;1733;0
5208;1;2482;2256;2240;3292;3292;0
5209;1;732;1019;1312;2210;3428;0
5210;1;335;537;679;1578;1613;1
5211;1;958;1318;1710;2554;3659;0
5212;1;651;1013;1410;2044;3204;0
5213;1;408;427;605;1432;1001;1
5214;1;131;273;316;1312;830;1
5215;1;454;684;799;1520;1418;1
5216;1;151;312;352;1398;904;1
5217;1;780;1066;1294;2314;3032;0
5218;1;165;307;292;1498;816;1
5219;1;242;402;551;1298;1179;1
5220;1;219;393;504;1436;987;1
5221;1;231;425;487;1434;1076;1
5222;1;480;782;1040;2396;2637;0
5223;1;219;330;483;1144;1102;1
5224;1;285;433;543;1526;972;1
5225;1;162;299;363;1134;1085;1
5226;1;173;295;357;1272;1056;1
5227;1;187;358;421;1520;1415;0
5228;1;290;507;568;1826;1326;1
5229;1;370;662;851;2104;2507;0
5230;1;274;442;494;1746;862;1
5231;1;810;799;785;1954;1283;0
5232;1;171;320;413;1064;1006;1
5233;1;286;430;664;1324;1366;1
5234;1;274;449;551;1470;1310;1
5235;1;206;357;549;1188;1468;1
5236;1;630;932;1232;2236;2894;0
5237;1;553;777;1150;2138;3184;0
5238;1;253;380;474;1102;1220;1
5239;1;860;1282;1844;2588;3909;0
5240;1;224;401;481;1576;1204;0
5241;1;1012;1128;1362;2200;2794;0
5242;1;395;534;706;1434;1538;0
5243;1;138;242;349;1028;888;1
5244;1;193;352;463;1194;1094;1
5245;1;301;473;720;1638;1501;0
5246;1;351;694;893;1672;2206;0
5247;1;208;319;411;1226;1009;1
5248;1;158;380;420;1838;1329;0
5249;1;494;688;897;1614;1354;1
5250;1;650;917;1216;1832;3051;0
5251;1;559;801;1003;1938;2146;0
5252;1;536;772;1013;1520;1487;0
5253;1;210;368;396;1654;916;1
5254;1;153;345;307;1692;724;1
5255;1;227;321;396;1204;1068;1
5256;1;709;1050;1342;2482;2603;0
5257;1;979;1270;1670;2486;3676;0
5258;1;20;156;177;1334;890;0
5259;1;608;897;1238;2286;3415;0
5260;1;283;395;550;1358;1169;1
5261;1;452;598;918;1450;2574;1
5262;1;125;331;296;1892;712;1
5263;1;859;1154;1468;2436;3269;0
5264;1;369;496;703;1266;1233;1
5265;1;1260;1510;1646;2326;2120;0
5266;1;157;342;419;1224;921;1
5267;1;125;320;424;1258;1875;0
5268;1;581;806;1132;1790;3098;0
5269;1;415;711;1054;1960;3108;0
5270;1;171;306;467;985;996;1
5271;1;61;219;258;1860;1138;0
5272;1;680;990;1318;2460;2974;0
5273;1;293;444;691;1152;1535;1
5274;1;169;320;383;1130;925;1
5275;1;182;311;418;1346;919;1
5276;1;597;863;1118;1854;2735;0
5277;1;117;228;321;1072;710;1
5278;1;149;228;280;565;342;1
5279;1;347;680;707;2598;1912;0
5280;1;270;353;561;1142;1181;1
5281;1;224;402;630;1176;879;1
5282;1;538;756;1002;1900;2669;0
5283;1;1256;1284;1438;2592;2553;1
5284;1;216;381;409;1518;826;1
5285;1;310;517;572;1942;898;1
5286;1;277;437;517;1582;1206;1
5287;1;397;596;905;1888;1316;1
5288;1;549;769;965;1644;1859;1
5289;1;438;664;816;1474;1496;0
5290;1;219;403;434;1666;929;1
5291;1;626;1062;1628;2418;3986;0
5292;1;358;595;684;1852;1551;0
5293;1;439;688;923;1904;2315;0
5294;1;244;398;606;1520;991;1
5295;1;194;357;418;1318;1048;1
5296;1;670;858;1174;1918;2284;0
5297;1;167;272;462;741;1052;1
5298;1;192;382;519;1340;1075;1
5299;1;891;1096;1274;1414;1731;0
5300;1;353;520;757;1364;1754;1
5301;1;289;439;654;1358;1241;1
5302;1;20;181;144;1572;843;0
5303;1;517;728;892;1860;2287;0
5304;1;465;816;1098;2174;2616;0
5305;1;160;379;441;1250;1532;0
5306;1;246;467;590;1904;1612;0
5307;1;172;338;332;1676;718;1
5308;1;325;428;552;1302;1278;1
5309;1;376;596;851;1802;2999;0
5310;1;709;1013;1310;1958;2212;0
5311;1;585;841;1128;2032;3457;0
5312;1;648;1002;1302;2236;3362;0
5313;1;389;570;697;1990;1671;1
5314;1;181;331;428;1248;1090;1
5315;1;296;497;715;1270;1558;1
5316;1;715;948;1200;2024;3255;0
5317;1;222;377;489;1458;1123;1
5318;1;619;858;1084;2192;2613;0
5319;1;321;465;789;1252;1626;1
5320;1;508;656;825;1484;1909;0
5321;1;222;381;407;1568;1034;0
5322;1;231;447;500;1666;1036;1
5323;1;29;253;303;1424;1540;0
5324;1;1496;1736;1954;2654;2908;1
5325;1;959;1372;1816;2564;2667;0
5326;1;625;1032;1186;2910;3549;0
5327;1;456;404;428;1604;1231;1
5328;1;236;397;414;1672;1019;1
5329;1;179;308;462;1062;1074;1
5330;1;241;411;512;1480;1289;1
5331;1;225;374;453;582;658;0
5332;1;508;800;1036;2002;3033;0
5333;1;1226;1660;2032;2518;3004;0
5334;1;230;383;450;1234;1299;1
5335;1;1120;1260;1456;1588;2000;0
5336;1;168;330;390;1372;1043;1
5337;1;321;385;461;529;1120;0
5338;1;1;217;314;1534;1091;0
5339;1;369;540;625;1642;1149;1
5340;1;675;867;1118;1796;2326;0
5341;1;187;296;494;1032;1193;1
5342;1;194;343;417;1194;1020;1
5343;1;239;437;502;1636;1226;1
5344;1;240;407;473;1236;1057;1
5345;1;249;423;380;1296;1014;1
5346;1;275;443;509;1388;1386;1
5347;1;172;343;428;1272;1035;1
5348;1;216;377;518;1418;2200;0
5349;1;220;383;465;1426;1194;1
5350;1;170;292;367;1022;944;1
5351;1;759;1050;1336;2230;3459;0
5352;1;302;468;517;1766;1287;0
5353;1;146;301;354;1472;737;1
5354;1;205;353;495;1228;1093;1
5355;1;243;327;493;1144;1094;1
5356;1;164;379;432;1476;928;1
5357;1;282;428;702;1306;1453;1
5358;1;999;1378;1764;2106;2717;0
5359;1;716;1238;1964;2720;4206;0
5360;1;573;860;1110;2404;2940;0
5361;1;277;466;594;1464;1311;1
5362;1;577;810;1100;1908;2793;0
5363;1;194;343;393;1632;1132;0
5364;1;1306;1124;1424;2310;2833;0
5365;1;784;857;894;1972;2414;0
5366;1;267;427;531;1616;1205;1
5367;1;237;353;481;1078;1282;1
5368;1;274;472;536;1750;1236;1
5369;1;946;1196;1488;1838;2327;0
5370;1;714;928;1262;2276;2502;0
5371;1;225;498;716;1742;1708;0
5372;1;770;938;1122;1402;1906;0
5373;1;150;297;381;1322;886;1
5374;1;207;359;455;1202;1210;1
5375;1;234;443;540;1968;1309;0
5376;1;361;649;926;1970;2389;0
5377;1;315;424;709;1150;1648;1
5378;1;810;1182;1466;2718;3621;0
5379;1;287;484;560;1694;1254;1
5380;1;154;309;299;1298;825;1
5381;1;606;961;1134;1808;1786;0
5382;1;346;498;809;1300;1441;1
5383;1;958;1334;1544;2094;2685;0
5384;1;267;444;665;1180;1445;1
5385;1;434;665;862;2098;2163;0
5386;1;560;525;622;1956;1376;1
5387;1;246;477;489;1908;1173;0
5388;1;164;309;372;1402;828;1
5389;1;216;392;497;1378;1202;1
5390;1;186;332;394;1544;1024;1
5391;1;184;375;612;1010;996;1
5392;1;370;551;869;1624;2451;0
5393;1;186;348;430;1078;1148;1
5394;1;552;750;1056;1804;1812;0
5395;1;750;1056;1326;1900;2545;0
5396;1;360;558;777;1576;2688;1
5397;1;436;738;884;1792;1897;0
5398;1;303;541;644;1638;1610;0
5399;1;771;1094;1414;2432;3343;0
5400;1;322;465;721;1146;1596;1
5401;1;239;413;512;1318;1082;1
5402;1;205;342;579;1266;1010;1
5403;1;240;410;508;1666;1286;0
5404;1;214;373;502;1222;1438;0
5405;1;606;914;1344;2036;3305;0
5406;1;255;366;558;1116;1192;1
5407;1;422;630;926;1596;2924;1
5408;1;930;1210;1538;2714;3376;0
5409;1;584;872;1328;2036;3400;0
5410;1;547;843;1100;2372;2647;0
5411;1;739;1080;1456;2504;3760;0
5412;1;397;612;728;1356;1227;1
5413;1;190;333;422;1568;1023;1
5414;1;379;616;836;2438;2710;0
5415;1;1308;1704;1938;2060;2022;0
5416;1;171;453;540;1032;1144;1
5417;1;210;375;411;1254;976;0
5418;1;264;493;529;1750;1183;0
5419;1;692;941;1296;1908;3191;0
5420;1;271;392;628;1284;1118;1
5421;1;257;481;660;1706;1395;1
5422;1;397;612;816;1282;2015;1
5423;1;159;317;438;1136;893;1
5424;1;1330;1768;2014;2778;3448;0
5425;1;252;413;689;1212;990;1
5426;1;201;374;461;1284;1093;1
5427;1;1548;1826;2098;2326;2621;0
5428;1;162;341;384;1368;1031;1
5429;1;150;223;325;1126;858;1
5430;1;546;799;1046;2256;1626;0
5431;1;565;901;1058;1860;1818;0
5432;1;159;323;418;1422;1033;1
5433;1;265;433;562;1334;1323;1
5434;1;482;655;855;1960;1721;1
5435;1;261;480;516;1766;988;1
5436;1;456;646;896;2050;1887;0
5437;1;230;481;495;1958;1087;0
5438;1;233;440;504;1708;1182;0
5439;1;794;1080;1086;2338;1378;0
5440;1;302;599;858;1466;1410;0
5441;1;190;338;490;1122;1266;1
5442;1;570;800;1158;1992;3529;0
5443;1;576;781;1108;1744;2738;0
5444;1;1242;1472;1608;1782;1999;0
5445;1;341;505;624;1642;1370;0
5446;1;477;612;894;1664;1712;1
5447;1;281;407;560;1418;1787;1
5448;1;317;489;594;1286;1224;0
5449;1;654;895;1258;2040;2659;0
5450;1;278;475;457;1482;1146;1
5451;1;502;749;926;1842;2242;0
5452;1;320;539;666;1584;2046;0
5453;1;589;806;1068;1740;2735;0
5454;1;189;312;329;1768;805;1
5455;1;316;411;564;1352;1442;1
5456;1;3884;3312;2730;4212;3700;0
5457;1;132;264;351;1276;860;1
5458;1;254;371;534;1384;1151;1
5459;1;313;498;693;1528;1389;1
5460;1;561;810;1064;2002;2640;0
5461;1;850;1162;1590;2266;3808;0
5462;1;207;350;370;1434;1040;0
5463;1;316;472;515;1608;1309;0
5464;1;586;796;921;1996;2148;0
5465;1;187;430;393;1920;950;1
5466;1;378;503;647;1534;1403;1
5467;1;498;841;1340;2008;3293;0
5468;1;785;1112;1466;2448;2661;0
5469;1;256;451;478;1902;1223;0
5470;1;239;421;557;1478;990;1
5471;1;262;349;379;1118;970;0
5472;1;661;962;1194;1924;3214;0
5473;1;183;355;424;1642;1064;1
5474;1;239;420;478;1482;1083;1
5475;1;183;398;427;1850;1041;0
5476;1;31;202;308;656;821;0
5477;1;288;466;546;1530;1053;1
5478;1;201;339;411;1196;943;1
5479;1;2856;2696;2744;3470;2402;0
5480;1;409;622;796;1356;1357;0
5481;1;231;412;496;1798;1084;0
5482;1;292;480;585;1582;1283;1
5483;1;293;457;650;1478;1473;1
5484;1;163;363;409;1404;865;1
5485;1;366;517;705;1450;1480;1
5486;1;626;813;1136;2054;3049;0
5487;1;357;504;802;1274;1656;1
5488;1;140;301;342;1398;788;1
5489;1;224;391;505;1332;1160;1
5490;1;202;390;525;1158;1250;1
5491;1;333;591;747;2078;1994;0
5492;1;194;382;405;1610;1059;1
5493;1;196;384;404;1484;1134;1
5494;1;862;1386;1896;2514;3003;0
5495;1;480;811;1152;2154;3042;0
5496;1;777;1058;1322;2166;3470;0
5497;1;512;772;1020;2024;2730;0
5498;1;253;483;501;1624;1316;0
5499;1;308;420;463;1248;1053;1
5500;1;389;604;811;1550;2581;0
5501;1;315;514;778;1452;1385;1
5502;1;266;328;374;1228;855;1
5503;1;120;254;267;410;503;0
5504;1;243;477;720;1626;1953;0
5505;1;726;929;1272;1964;3013;0
5506;1;167;360;471;1986;1359;0
5507;1;268;481;568;1622;1416;0
5508;1;313;537;602;2604;1131;1
5509;1;871;1216;1520;2242;3628;0
5510;1;495;727;974;1666;3033;0
5511;1;455;385;409;1294;967;1
5512;1;346;563;742;1858;1616;1
5513;1;400;416;411;1366;875;1
5514;1;259;474;677;1908;2041;0
5515;1;614;869;1124;2190;3148;0
5516;1;1414;1406;1690;2644;2839;0
5517;1;128;299;348;1036;811;1
5518;1;265;437;609;1590;1664;1
5519;1;239;432;570;1412;1943;0
5520;1;160;291;398;1398;868;1
5521;1;308;462;610;1794;973;1
5522;1;247;339;570;1242;1048;1
5523;1;246;375;555;1180;1097;1
5524;1;278;474;661;1604;1816;0
5525;1;1246;1604;1970;2350;2564;0
5526;1;265;529;597;916;935;0
5527;1;907;1334;1726;2798;3882;0
5528;1;112;272;309;1386;841;1
5529;1;255;383;502;1578;1252;1
5530;1;274;456;541;1644;1279;1
5531;1;138;309;321;1524;830;1
5532;1;236;402;496;1316;1013;1
5533;1;299;496;613;1730;1345;0
5534;1;359;601;688;2040;1963;0
5535;1;317;466;700;1568;1078;1
5536;1;295;507;535;1782;1541;1
5537;1;204;349;394;1264;984;1
5538;1;266;415;443;1472;1047;1
5539;1;171;275;413;1032;1155;1
5540;1;151;250;369;949;655;1
5541;1;314;531;769;1418;2090;1
5542;1;212;319;422;1006;1199;1
5543;1;162;310;384;1364;831;1
5544;1;677;893;1242;1980;2413;0
5545;1;645;990;1336;2344;2290;0
5546;1;198;359;603;1136;1137;1
5547;1;141;333;351;1512;923;1
5548;1;1710;1874;1884;2878;3313;0
5549;1;452;586;780;1674;2085;0
5550;1;176;328;434;1152;1075;1
5551;1;577;591;755;1390;1037;1
5552;1;572;974;1322;2504;3755;0
5553;1;229;336;564;1044;1172;1
5554;1;795;1136;1440;2172;3153;0
5555;1;74;160;164;485;292;1
5556;1;433;635;883;1792;2579;0
5557;1;150;278;340;1134;1047;1
5558;1;162;298;421;1222;898;1
5559;1;130;264;335;1316;826;1
5560;1;221;355;587;991;1241;1
5561;1;479;680;785;1400;1569;1
5562;1;254;527;516;1802;1367;0
5563;1;611;871;1148;2094;3253;0
5564;1;352;551;746;1732;1241;1
5565;1;386;639;955;1800;2609;0
5566;1;455;643;687;1948;1110;1
5567;1;1060;1428;1892;2630;3363;0
5568;1;672;1004;1528;2272;2954;0
5569;1;738;952;1316;1824;1669;1
5570;1;1140;1346;1476;1604;2140;0
5571;1;110;268;326;1252;894;1
5572;1;284;438;524;1580;1367;1
5573;1;270;436;568;1364;1328;1
5574;1;128;302;287;1228;878;1
5575;1;302;445;732;1302;1213;1
5576;1;200;321;404;1350;884;1
5577;1;675;910;1180;2012;3432;0
5578;1;450;655;724;1638;1638;1
5579;1;1708;1794;1948;2718;3131;0
5580;1;790;1100;1466;2482;3926;0
5581;1;143;338;424;1194;1126;1
5582;1;216;367;543;920;1013;1
5583;1;248;429;490;1570;1021;1
5584;1;185;318;425;1172;980;1
5585;1;247;377;498;1232;1021;1
5586;1;179;521;612;1688;1306;0
5587;1;851;1104;1206;1216;1667;0
5588;1;618;845;1166;2052;3082;0
5589;1;769;1018;1274;2320;3503;0
5590;1;765;971;1302;2010;2883;0
5591;1;626;982;1388;2136;3238;0
5592;1;211;475;406;2290;858;1
5593;1;300;480;693;1214;1251;1
5594;1;302;462;603;1348;1418;1
5595;1;209;374;348;1462;901;1
5596;1;701;913;1050;1454;1985;0
5597;1;506;760;869;1886;2071;0
5598;1;226;332;496;1072;1094;1
5599;1;499;698;979;1576;2069;1
5600;1;612;1030;1538;2324;3391;0
5601;1;198;322;383;1328;1035;1
5602;1;683;940;1286;1882;3858;0
5603;1;1126;748;658;1780;1225;1
5604;1;168;477;540;2216;1588;0
5605;1;1094;1182;1364;1526;2212;0
5606;1;748;997;1252;2182;3449;0
5607;1;203;393;494;1360;1355;1
5608;1;429;692;988;1754;1708;1
5609;1;245;371;500;1230;1218;1
5610;1;765;1232;1276;1736;1603;0
5611;1;220;372;568;1456;964;1
5612;1;762;1078;1432;2426;2966;0
5613;1;382;398;397;1394;954;1
5614;1;225;304;578;1058;1083;1
5615;1;234;449;478;1612;1220;1
5616;1;196;368;462;1642;947;1
5617;1;177;315;472;1176;1324;1
5618;1;1588;1328;1130;2566;1884;1
5619;1;156;276;378;1246;1021;1
5620;1;606;851;1180;1758;2769;0
5621;1;219;301;442;1246;934;1
5622;1;840;1164;1530;2406;3742;0
5623;1;266;393;631;1084;1461;1
5624;1;212;424;436;1570;886;1
5625;1;392;631;855;1794;2480;0
5626;1;1528;1734;1880;1906;2282;0
5627;1;137;206;231;546;460;1
5628;1;783;1204;1366;2252;2068;0
5629;1;238;476;569;1868;1176;1
5630;1;347;534;775;1692;1146;1
5631;1;202;488;810;1786;1971;0
5632;1;1382;1812;1940;2842;2425;0
5633;1;719;977;1272;1772;2548;0
5634;1;328;556;696;1820;1882;0
5635;1;171;375;438;1498;1319;1
5636;1;451;735;991;2114;2856;0
5637;1;256;397;427;1366;945;1
5638;1;227;405;419;1734;1099;0
5639;1;795;1118;1308;2212;2520;0
5640;1;662;1014;1390;2118;3611;0
5641;1;277;441;536;1458;1214;1
5642;1;255;607;995;1318;2611;0
5643;1;147;334;338;1384;933;1
5644;1;301;451;528;1418;1372;0
5645;1;340;516;586;1470;1570;0
5646;1;220;421;520;1706;1200;1
5647;1;179;325;393;1122;911;1
5648;1;376;508;704;1692;1467;1
5649;1;572;784;1002;1714;2852;0
5650;1;215;497;473;2016;1660;0
5651;1;201;386;546;1362;1965;0
5652;1;242;354;391;1440;855;1
5653;1;240;430;505;1560;1061;1
5654;1;235;418;470;1526;1220;1
5655;1;394;732;897;2452;2818;0
5656;1;220;402;415;1716;956;0
5657;1;870;1190;1562;2318;3804;0
5658;1;272;372;507;1210;1222;1
5659;1;2234;2104;1758;3122;2063;0
5660;1;249;449;443;1448;1211;1
5661;1;178;345;397;1400;886;1
5662;1;475;645;754;1678;1510;1
5663;1;206;422;603;1660;1047;1
5664;1;117;239;301;1021;802;1
5665;1;198;480;572;1580;1367;0
5666;1;190;417;728;899;2096;0
5667;1;157;276;315;1170;736;1
5668;1;274;462;526;1834;1189;0
5669;1;1148;1698;2032;2608;2522;0
5670;1;185;388;468;1716;907;1
5671;1;185;374;458;1496;796;1
5672;1;702;922;1316;2172;3053;0
5673;1;839;959;1194;1432;1672;0
5674;1;191;410;531;1648;1175;0
5675;1;439;572;930;1410;1709;1
5676;1;501;944;894;3188;2282;0
5677;1;150;278;366;1406;1021;1
5678;1;251;386;535;1266;1140;1
5679;1;236;449;489;1804;1044;1
5680;1;277;443;507;1614;933;1
5681;1;91;223;350;1106;1034;1
5682;1;377;570;700;1578;1654;0
5683;1;217;593;853;1406;1168;1
5684;1;226;392;638;1148;1311;1
5685;1;683;1002;1406;2082;2588;0
5686;1;368;534;783;1294;2454;1
5687;1;161;290;412;1094;1149;1
5688;1;224;397;598;1192;941;1
5689;1;264;418;505;1184;1348;0
5690;1;500;771;929;2496;2612;0
5691;1;689;1276;1636;1766;1993;0
5692;1;809;1052;1448;2226;3670;0
5693;1;179;329;443;1168;1098;1
5694;1;185;346;509;990;1026;1
5695;1;225;415;500;1560;1070;1
5696;1;496;763;1180;2062;3236;0
5697;1;699;1023;1310;2244;3119;0
5698;1;187;324;386;1166;1045;1
5699;1;1888;1848;1940;2864;2633;0
5700;1;450;814;1194;1850;2494;0
5701;1;167;273;387;802;835;1
5702;1;158;284;313;1262;738;1
5703;1;436;769;1138;1698;3417;0
5704;1;811;1142;1520;2336;2790;0
5705;1;159;350;526;1516;972;1
5706;1;262;477;633;1604;1322;0
5707;1;308;468;711;1280;1260;1
5708;1;140;242;329;1166;997;1
5709;1;210;357;483;1158;1178;1
5710;1;587;937;1234;2232;2481;0
5711;1;637;912;1300;2178;3812;0
5712;1;153;285;350;1154;1057;1
5713;1;262;484;493;1588;1214;0
5714;1;210;337;455;1470;1038;1
5715;1;394;775;717;3082;2160;0
5716;1;201;378;479;1340;1276;0
5717;1;182;336;437;1208;906;1
5718;1;244;393;452;1686;1185;0
5719;1;220;376;570;1234;1364;1
5720;1;335;517;633;1892;1236;1
5721;1;726;963;1484;2168;3701;0
5722;1;331;604;709;2204;1479;0
5723;1;199;334;399;1488;740;1
5724;1;201;384;472;1400;1268;1
5725;1;146;271;393;1294;855;1
5726;1;311;525;630;1412;1446;0
5727;1;180;372;366;1684;1088;0
5728;1;246;430;577;1348;1220;1
5729;1;243;432;639;1226;1418;1
5730;1;281;470;594;1666;1366;1
5731;1;;;;;;1
5732;1;387;604;735;1970;1488;1
5733;1;631;865;1200;2030;2461;1
5734;1;301;510;768;1676;1231;1
5735;1;138;298;369;1344;749;1
5736;1;310;528;849;890;703;0
5737;1;166;348;352;1772;920;0
5738;1;373;532;755;1412;1561;1
5739;1;187;344;443;1340;970;1
5740;1;259;390;539;1134;1336;1
5741;1;4420;3596;3432;4660;3798;0
5742;1;80;185;259;872;808;1
5743;1;250;387;517;1288;1230;1
5744;1;258;419;546;1338;1361;1
5745;1;547;792;1044;1816;2805;0
5746;1;141;296;398;1148;941;1
5747;1;117;325;346;1912;1766;0
5748;1;236;329;514;969;1239;1
5749;1;271;458;558;1654;1221;0
5750;1;283;462;794;1256;1347;1
5751;1;123;293;351;1416;927;1
5752;1;323;481;759;1220;1369;1
5753;1;694;1040;1454;2126;3478;0
5754;1;586;813;1086;1980;2312;0
5755;1;195;395;582;1568;1055;1
5756;1;303;508;645;1606;1030;1
5757;1;354;671;1050;1592;2734;0
5758;1;192;347;504;1312;1054;1
5759;1;213;343;484;1166;1144;1
5760;1;194;349;382;1534;913;1
5761;1;230;425;588;1504;2084;0
5762;1;251;363;448;1136;1220;1
5763;1;225;386;612;1020;1218;1
